연도,월,일,시간,지역,태양광발전량(MWh)
2023,11,25,3,충청남도,0.0238
2023,11,25,4,충청남도,4e-05
2023,11,25,5,충청남도,0.0
2023,11,25,6,충청남도,0.0
2023,11,25,7,충청남도,0.0
2023,11,25,8,충청남도,9.751201
2023,11,25,9,충청남도,140.038252
2023,11,25,10,충청남도,366.817834
2023,11,25,11,충청남도,533.569507
2023,11,25,12,충청남도,625.248626
2023,11,25,13,충청남도,682.927028
2023,11,25,14,충청남도,680.66718
2023,11,25,15,충청남도,591.564295
2023,11,25,16,충청남도,374.860804
2023,11,25,17,충청남도,182.784752
2023,11,25,18,충청남도,112.114676
2023,11,25,19,충청남도,119.092671
2023,11,25,20,충청남도,88.359731
2023,11,25,21,충청남도,43.849322
2023,11,25,22,충청남도,21.98968
2023,11,25,23,충청남도,10.215198
2023,11,25,24,충청남도,2.715421
2023,11,25,1,충청북도,0.48268
2023,11,25,2,충청북도,0.0
2023,11,25,3,충청북도,0.0
2023,11,25,4,충청북도,0.245
2023,11,25,5,충청북도,0.2644
2023,11,25,6,충청북도,0.264
2023,11,25,7,충청북도,0.11668
2023,11,25,8,충청북도,2.803271
2023,11,25,9,충청북도,35.396441
2023,11,25,10,충청북도,96.930478
2023,11,25,11,충청북도,139.994516
2023,11,25,12,충청북도,166.831621
2023,11,25,13,충청북도,174.430154
2023,11,25,14,충청북도,173.915945
2023,11,25,15,충청북도,151.613261
2023,11,25,16,충청북도,96.602641
2023,11,25,17,충청북도,53.788316
2023,11,25,18,충청북도,39.722658
2023,11,25,19,충청북도,43.011821
2023,11,25,20,충청북도,40.235144
2023,11,25,21,충청북도,21.566271
2023,11,25,22,충청북도,10.608849
2023,11,25,23,충청북도,5.793993
2023,11,25,24,충청북도,1.947332
2023,11,25,1,제주도,0.000144
2023,11,25,2,제주도,0.058872
2023,11,25,3,제주도,0.007984
2023,11,25,4,제주도,0.000312
2023,11,25,5,제주도,0.000312
2023,11,25,6,제주도,0.00032
2023,11,25,7,제주도,0.043532
2023,11,25,8,제주도,6.106108
2023,11,25,9,제주도,61.732448
2023,11,25,10,제주도,130.839236
2023,11,25,11,제주도,200.405819
2023,11,25,12,제주도,264.038472
2023,11,25,13,제주도,261.365059
2023,11,25,14,제주도,228.528795
2023,11,25,15,제주도,160.162416
2023,11,25,16,제주도,104.544531
2023,11,25,17,제주도,37.261202
2023,11,25,18,제주도,3.855482
2023,11,25,19,제주도,4.513688
2023,11,25,20,제주도,6.553718
2023,11,25,21,제주도,4.556064
2023,11,25,22,제주도,2.289336
2023,11,25,23,제주도,0.244508
2023,11,25,24,제주도,0.000432
2023,11,25,1,서울시,0.0
2023,11,25,2,서울시,0.0
2023,11,25,3,서울시,0.0
2023,11,25,4,서울시,0.0
2023,11,25,5,서울시,0.0
2023,11,25,6,서울시,0.0
2023,11,25,7,서울시,0.0
2023,11,25,8,서울시,0.092482
2023,11,25,9,서울시,2.126785
2023,11,25,10,서울시,6.038386
2023,11,25,11,서울시,9.311877
2023,11,25,12,서울시,10.892286
2023,11,25,13,서울시,11.288045
2023,11,25,14,서울시,10.637736
2023,11,25,15,서울시,8.923924
2023,11,25,16,서울시,5.509317
2023,11,25,17,서울시,1.155086
2023,11,25,18,서울시,0.014641
2023,11,25,19,서울시,0.04896
2023,11,25,20,서울시,0.10516
2023,11,25,21,서울시,0.1078
2023,11,25,22,서울시,0.10772
2023,11,25,23,서울시,0.03796
2023,11,25,24,서울시,0.0
2023,11,25,1,인천시,8e-05
2023,11,25,2,인천시,0.0
2023,11,25,3,인천시,0.0
2023,11,25,4,인천시,0.0
2023,11,25,5,인천시,0.0
2023,11,25,6,인천시,0.0
2023,11,25,7,인천시,0.0
2023,11,25,8,인천시,0.269455
2023,11,25,9,인천시,5.727927
2023,11,25,10,인천시,15.960618
2023,11,25,11,인천시,23.201245
2023,11,25,12,인천시,27.643924
2023,11,25,13,인천시,29.345116
2023,11,25,14,인천시,29.523379
2023,11,25,15,인천시,26.051238
2023,11,25,16,인천시,16.667846
2023,11,25,17,인천시,10.030872
2023,11,25,18,인천시,6.598975
2023,11,25,19,인천시,3.592076
2023,11,25,20,인천시,2.335146
2023,11,25,21,인천시,1.683266
2023,11,25,22,인천시,0.496555
2023,11,25,23,인천시,0.05496
2023,11,25,24,인천시,0.0
2023,11,25,1,대전시,0.0
2023,11,25,2,대전시,0.0
2023,11,25,3,대전시,0.0
2023,11,25,4,대전시,0.0
2023,11,25,5,대전시,0.0
2023,11,25,6,대전시,0.0
2023,11,25,7,대전시,0.0
2023,11,25,8,대전시,0.05559
2023,11,25,9,대전시,1.361372
2023,11,25,10,대전시,3.766504
2023,11,25,11,대전시,5.515951
2023,11,25,12,대전시,6.517411
2023,11,25,13,대전시,6.91239
2023,11,25,14,대전시,6.460121
2023,11,25,15,대전시,5.257441
2023,11,25,16,대전시,3.381668
2023,11,25,17,대전시,0.909436
2023,11,25,18,대전시,0.010119
2023,11,25,19,대전시,0.0
2023,11,25,20,대전시,0.0
2023,11,25,21,대전시,0.0
2023,11,25,22,대전시,0.0
2023,11,25,23,대전시,0.0
2023,11,25,24,대전시,0.0
2023,11,25,1,광주시,0.00124
2023,11,25,2,광주시,0.00076
2023,11,25,3,광주시,0.00144
2023,11,25,4,광주시,0.0014
2023,11,25,5,광주시,0.00144
2023,11,25,6,광주시,0.00068
2023,11,25,7,광주시,0.00076
2023,11,25,8,광주시,0.622353
2023,11,25,9,광주시,8.391127
2023,11,25,10,광주시,22.61675
2023,11,25,11,광주시,34.426345
2023,11,25,12,광주시,40.145584
2023,11,25,13,광주시,42.064261
2023,11,25,14,광주시,40.146605
2023,11,25,15,광주시,33.767918
2023,11,25,16,광주시,19.941671
2023,11,25,17,광주시,7.975045
2023,11,25,18,광주시,1.964968
2023,11,25,19,광주시,2.34596
2023,11,25,20,광주시,1.7135
2023,11,25,21,광주시,1.07908
2023,11,25,22,광주시,0.73778
2023,11,25,23,광주시,0.37724
2023,11,25,24,광주시,0.13248
2023,11,25,1,대구시,0.0
2023,11,25,2,대구시,0.0
2023,11,25,3,대구시,0.0
2023,11,25,4,대구시,0.0
2023,11,25,5,대구시,0.0
2023,11,25,6,대구시,0.0
2023,11,25,7,대구시,0.0
2023,11,25,8,대구시,0.686542
2023,11,25,9,대구시,8.713859
2023,11,25,10,대구시,21.169946
2023,11,25,11,대구시,28.861932
2023,11,25,12,대구시,33.206622
2023,11,25,13,대구시,34.956435
2023,11,25,14,대구시,33.912185
2023,11,25,15,대구시,28.303546
2023,11,25,16,대구시,16.221315
2023,11,25,17,대구시,6.564735
2023,11,25,18,대구시,3.10327
2023,11,25,19,대구시,3.750672
2023,11,25,20,대구시,1.953008
2023,11,25,21,대구시,0.980348
2023,11,25,22,대구시,0.21122
2023,11,25,23,대구시,0.0
2023,11,25,24,대구시,0.0
2023,11,25,1,세종시,0.0
2023,11,25,2,세종시,0.0
2023,11,25,3,세종시,0.0
2023,11,25,4,세종시,0.0
2023,11,25,5,세종시,0.0
2023,11,25,6,세종시,0.0
2023,11,25,7,세종시,0.0
2023,11,25,8,세종시,0.268714
2023,11,25,9,세종시,3.672978
2023,11,25,10,세종시,8.682428
2023,11,25,11,세종시,13.344563
2023,11,25,12,세종시,16.472383
2023,11,25,13,세종시,18.215426
2023,11,25,14,세종시,17.096617
2023,11,25,15,세종시,14.048366
2023,11,25,16,세종시,8.758966
2023,11,25,17,세종시,3.494448
2023,11,25,18,세종시,1.677134
2023,11,25,19,세종시,1.633024
2023,11,25,20,세종시,1.632146
2023,11,25,21,세종시,0.872703
2023,11,25,22,세종시,0.340125
2023,11,25,23,세종시,0.0
2023,11,25,24,세종시,0.0
2023,11,25,1,울산시,0.0
2023,11,25,2,울산시,0.0
2023,11,25,3,울산시,0.0
2023,11,25,4,울산시,0.0
2023,11,25,5,울산시,0.0
2023,11,25,6,울산시,0.0
2023,11,25,7,울산시,2.8e-05
2023,11,25,8,울산시,0.884437
2023,11,25,9,울산시,8.9832
2023,11,25,10,울산시,21.392704
2023,11,25,11,울산시,29.076808
2023,11,25,12,울산시,32.670182
2023,11,25,13,울산시,32.898393
2023,11,25,14,울산시,30.027914
2023,11,25,15,울산시,24.357559
2023,11,25,16,울산시,14.032984
2023,11,25,17,울산시,3.02454
2023,11,25,18,울산시,0.129429
2023,11,25,19,울산시,0.15228
2023,11,25,20,울산시,0.34064
2023,11,25,21,울산시,0.35124
2023,11,25,22,울산시,0.32528
2023,11,25,23,울산시,0.1374
2023,11,25,24,울산시,0.0
2023,11,25,1,부산시,0.0
2023,11,25,2,부산시,0.0
2023,11,25,3,부산시,0.0
2023,11,25,4,부산시,0.0
2023,11,25,5,부산시,0.0
2023,11,25,6,부산시,0.0
2023,11,25,7,부산시,8.3e-05
2023,11,25,8,부산시,2.308852
2023,11,25,9,부산시,20.20423
2023,11,25,10,부산시,44.630302
2023,11,25,11,부산시,59.636929
2023,11,25,12,부산시,66.942201
2023,11,25,13,부산시,67.5809
2023,11,25,14,부산시,61.481067
2023,11,25,15,부산시,50.336969
2023,11,25,16,부산시,29.611534
2023,11,25,17,부산시,7.990382
2023,11,25,18,부산시,1.935077
2023,11,25,19,부산시,2.812764
2023,11,25,20,부산시,3.12636
2023,11,25,21,부산시,2.466524
2023,11,25,22,부산시,0.63238
2023,11,25,23,부산시,0.07674
2023,11,25,24,부산시,0.01124
2023,11,26,1,경기도,0.041635
2023,11,26,2,경기도,0.0
2023,11,26,3,경기도,0.0
2023,11,26,4,경기도,0.0
2023,11,26,5,경기도,0.0
2023,11,26,6,경기도,0.0
2023,11,26,7,경기도,0.000164
2023,11,26,8,경기도,0.929613
2023,11,26,9,경기도,15.416583
2023,11,26,10,경기도,52.218003
2023,11,26,11,경기도,98.255552
2023,11,26,12,경기도,108.660977
2023,11,26,13,경기도,98.577791
2023,11,26,14,경기도,75.668725
2023,11,26,15,경기도,44.527782
2023,11,26,16,경기도,23.545863
2023,11,26,17,경기도,14.773351
2023,11,26,18,경기도,12.130122
2023,11,26,19,경기도,10.703415
2023,11,26,20,경기도,6.950344
2023,11,26,21,경기도,5.535366
2023,11,26,22,경기도,4.031935
2023,11,26,23,경기도,0.447349
2023,11,26,24,경기도,0.0
2023,11,26,1,강원도,0.537888
2023,11,26,2,강원도,0.003
2023,11,26,3,강원도,0.1577
2023,11,26,4,강원도,0.19612
2023,11,26,5,강원도,0.19594
2023,11,26,6,강원도,0.09236
2023,11,26,7,강원도,0.0
2023,11,26,8,강원도,2.878105
2023,11,26,9,강원도,46.379265
2023,11,26,10,강원도,106.085748
2023,11,26,11,강원도,167.494957
2023,11,26,12,강원도,234.207558
2023,11,26,13,강원도,221.805466
2023,11,26,14,강원도,179.337672
2023,11,26,15,강원도,120.468859
2023,11,26,16,강원도,54.737354
2023,11,26,17,강원도,40.188763
2023,11,26,18,강원도,42.166434
2023,11,26,19,강원도,51.290982
2023,11,26,20,강원도,36.563039
2023,11,26,21,강원도,19.658711
2023,11,26,22,강원도,9.998898
2023,11,26,23,강원도,5.310884
2023,11,26,24,강원도,1.127891
2023,11,26,1,경상남도,0.4024
2023,11,26,2,경상남도,0.0258
2023,11,26,3,경상남도,0.0
2023,11,26,4,경상남도,0.0
2023,11,26,5,경상남도,0.0
2023,11,26,6,경상남도,0.00216
2023,11,26,7,경상남도,7.4e-05
2023,11,26,8,경상남도,7.044905
2023,11,26,9,경상남도,60.152767
2023,11,26,10,경상남도,120.649294
2023,11,26,11,경상남도,163.545537
2023,11,26,12,경상남도,187.522842
2023,11,26,13,경상남도,172.143545
2023,11,26,14,경상남도,117.570838
2023,11,26,15,경상남도,83.801749
2023,11,26,16,경상남도,52.402414
2023,11,26,17,경상남도,37.374504
2023,11,26,18,경상남도,23.058011
2023,11,26,19,경상남도,20.471687
2023,11,26,20,경상남도,15.540844
2023,11,26,21,경상남도,10.806529
2023,11,26,22,경상남도,4.260316
2023,11,26,23,경상남도,0.625512
2023,11,26,24,경상남도,0.01532
2023,11,26,1,경상북도,0.556548
2023,11,26,2,경상북도,0.265774
2023,11,26,3,경상북도,0.02478
2023,11,26,4,경상북도,8e-05
2023,11,26,5,경상북도,0.0
2023,11,26,6,경상북도,0.0
2023,11,26,7,경상북도,0.000562
2023,11,26,8,경상북도,7.126072
2023,11,26,9,경상북도,87.000154
2023,11,26,10,경상북도,233.000023
2023,11,26,11,경상북도,309.457864
2023,11,26,12,경상북도,359.056264
2023,11,26,13,경상북도,360.575806
2023,11,26,14,경상북도,281.207455
2023,11,26,15,경상북도,182.936945
2023,11,26,16,경상북도,79.378149
2023,11,26,17,경상북도,36.084926
2023,11,26,18,경상북도,27.978116
2023,11,26,19,경상북도,54.605211
2023,11,26,20,경상북도,60.302796
2023,11,26,21,경상북도,51.068921
2023,11,26,22,경상북도,31.064001
2023,11,26,23,경상북도,13.487581
2023,11,26,24,경상북도,2.025058
2023,11,26,1,전라남도,0.961094
2023,11,26,2,전라남도,0.250364
2023,11,26,3,전라남도,0.013008
2023,11,26,4,전라남도,9.6e-05
2023,11,26,5,전라남도,0.0
2023,11,26,6,전라남도,0.0031
2023,11,26,7,전라남도,0.083334
2023,11,26,8,전라남도,29.940357
2023,11,26,9,전라남도,246.15691
2023,11,26,10,전라남도,532.033392
2023,11,26,11,전라남도,691.840113
2023,11,26,12,전라남도,792.666925
2023,11,26,13,전라남도,868.341728
2023,11,26,14,전라남도,611.45085
2023,11,26,15,전라남도,484.820408
2023,11,26,16,전라남도,497.211135
2023,11,26,17,전라남도,612.064674
2023,11,26,18,전라남도,491.07799
2023,11,26,19,전라남도,467.697916
2023,11,26,20,전라남도,191.748316
2023,11,26,21,전라남도,63.505081
2023,11,26,22,전라남도,14.823834
2023,11,26,23,전라남도,2.959858
2023,11,26,24,전라남도,0.723892
2023,11,26,1,전라북도,1.183542
2023,11,26,2,전라북도,0.548468
2023,11,26,3,전라북도,0.046284
2023,11,26,4,전라북도,0.029872
2023,11,26,5,전라북도,0.037804
2023,11,26,6,전라북도,0.00584
2023,11,26,7,전라북도,0.0046
2023,11,26,8,전라북도,4.77516
2023,11,26,9,전라북도,79.152553
2023,11,26,10,전라북도,214.1029
2023,11,26,11,전라북도,259.355121
2023,11,26,12,전라북도,204.454181
2023,11,26,13,전라북도,177.57609
2023,11,26,14,전라북도,124.332521
2023,11,26,15,전라북도,71.400981
2023,11,26,16,전라북도,38.152022
2023,11,26,17,전라북도,40.153363
2023,11,26,18,전라북도,42.576152
2023,11,26,19,전라북도,32.99713
2023,11,26,20,전라북도,21.545706
2023,11,26,21,전라북도,11.659434
2023,11,26,22,전라북도,3.275658
2023,11,26,23,전라북도,0.934272
2023,11,26,24,전라북도,0.53168
2023,11,26,1,충청남도,0.85956
2023,11,26,2,충청남도,0.39716
2023,11,26,3,충청남도,0.02376
2023,11,26,4,충청남도,8e-05
2023,11,26,5,충청남도,0.00016
2023,11,26,6,충청남도,0.00016
2023,11,26,7,충청남도,0.00032
2023,11,26,8,충청남도,3.871574
2023,11,26,9,충청남도,83.722597
2023,11,26,10,충청남도,238.561325
2023,11,26,11,충청남도,281.205672
2023,11,26,12,충청남도,284.083325
2023,11,26,13,충청남도,224.459118
2023,11,26,14,충청남도,152.557496
2023,11,26,15,충청남도,115.760087
2023,11,26,16,충청남도,57.702291
2023,11,26,17,충청남도,107.296767
2023,11,26,18,충청남도,69.581998
2023,11,26,19,충청남도,36.276789
2023,11,26,20,충청남도,23.393038
2023,11,26,21,충청남도,9.56663
2023,11,26,22,충청남도,2.972175
2023,11,26,23,충청남도,1.563294
2023,11,26,24,충청남도,0.720979
2023,11,26,1,충청북도,0.47244
2023,11,26,2,충청북도,0.0
2023,11,26,3,충청북도,0.0
2023,11,26,4,충청북도,0.245
2023,11,26,5,충청북도,0.2644
2023,11,26,6,충청북도,0.2638
2023,11,26,7,충청북도,0.1136
2023,11,26,8,충청북도,2.743617
2023,11,26,9,충청북도,29.985707
2023,11,26,10,충청북도,81.792368
2023,11,26,11,충청북도,114.51786
2023,11,26,12,충청북도,135.81039
2023,11,26,13,충청북도,93.614568
2023,11,26,14,충청북도,88.281346
2023,11,26,15,충청북도,54.189229
2023,11,26,16,충청북도,29.65809
2023,11,26,17,충청북도,37.751369
2023,11,26,18,충청북도,38.713701
2023,11,26,19,충청북도,35.14451
2023,11,26,20,충청북도,18.565809
2023,11,26,21,충청북도,9.488921
2023,11,26,22,충청북도,4.393623
2023,11,26,23,충청북도,2.823216
2023,11,26,24,충청북도,0.33832
2023,11,26,1,제주도,0.000376
2023,11,26,2,제주도,0.00048
2023,11,26,3,제주도,0.000368
2023,11,26,4,제주도,0.00032
2023,11,26,5,제주도,0.000344
2023,11,26,6,제주도,0.0004
2023,11,26,7,제주도,0.032668
2023,11,26,8,제주도,5.075262
2023,11,26,9,제주도,64.750099
2023,11,26,10,제주도,167.412033
2023,11,26,11,제주도,236.202828
2023,11,26,12,제주도,269.334892
2023,11,26,13,제주도,273.975678
2023,11,26,14,제주도,242.059449
2023,11,26,15,제주도,183.501138
2023,11,26,16,제주도,129.340701
2023,11,26,17,제주도,44.297027
2023,11,26,18,제주도,4.678203
2023,11,26,19,제주도,4.523704
2023,11,26,20,제주도,7.261843
2023,11,26,21,제주도,6.34124
2023,11,26,22,제주도,4.211472
2023,11,26,23,제주도,0.859658
2023,11,26,24,제주도,0.00036
2023,11,26,1,서울시,0.0
2023,11,26,2,서울시,0.0
2023,11,26,3,서울시,0.0
2023,11,26,4,서울시,0.0
2023,11,26,5,서울시,0.0
2023,11,26,6,서울시,0.0
2023,11,26,7,서울시,6e-06
2023,11,26,8,서울시,0.011826
2023,11,26,9,서울시,0.555936
2023,11,26,10,서울시,3.372436
2023,11,26,11,서울시,6.378659
2023,11,26,12,서울시,4.719068
2023,11,26,13,서울시,5.068421
2023,11,26,14,서울시,6.30587
2023,11,26,15,서울시,3.637178
2023,11,26,16,서울시,1.314522
2023,11,26,17,서울시,0.565372
2023,11,26,18,서울시,0.000857
2023,11,26,19,서울시,0.04896
2023,11,26,20,서울시,0.10492
2023,11,26,21,서울시,0.06644
2023,11,26,22,서울시,0.0
2023,11,26,23,서울시,0.0
2023,11,26,24,서울시,0.0
2023,11,26,1,인천시,0.0
2023,11,26,2,인천시,0.0
2023,11,26,3,인천시,0.0
2023,11,26,4,인천시,0.0
2023,11,26,5,인천시,8e-05
2023,11,26,6,인천시,0.0
2023,11,26,7,인천시,0.0
2023,11,26,8,인천시,0.026275
2023,11,26,9,인천시,1.534755
2023,11,26,10,인천시,9.377159
2023,11,26,11,인천시,14.042556
2023,11,26,12,인천시,8.13274
2023,11,26,13,인천시,14.592352
2023,11,26,14,인천시,17.523757
2023,11,26,15,인천시,9.103454
2023,11,26,16,인천시,3.344079
2023,11,26,17,인천시,4.837775
2023,11,26,18,인천시,1.418646
2023,11,26,19,인천시,0.590453
2023,11,26,20,인천시,0.68072
2023,11,26,21,인천시,0.41552
2023,11,26,22,인천시,0.04512
2023,11,26,23,인천시,0.0
2023,11,26,24,인천시,0.0
2023,11,26,1,대전시,0.0
2023,11,26,2,대전시,0.0
2023,11,26,3,대전시,0.0
2023,11,26,4,대전시,0.0
2023,11,26,5,대전시,0.0
2023,11,26,6,대전시,0.0
2023,11,26,7,대전시,0.0
2023,11,26,8,대전시,0.012517
2023,11,26,9,대전시,1.201142
2023,11,26,10,대전시,3.176707
2023,11,26,11,대전시,4.785143
2023,11,26,12,대전시,5.574249
2023,11,26,13,대전시,3.897544
2023,11,26,14,대전시,3.03557
2023,11,26,15,대전시,1.366925
2023,11,26,16,대전시,0.512515
2023,11,26,17,대전시,0.153613
2023,11,26,18,대전시,0.000289
2023,11,26,19,대전시,0.0
2023,11,26,20,대전시,0.0
2023,11,26,21,대전시,0.0
2023,11,26,22,대전시,0.0
2023,11,26,23,대전시,0.0
2023,11,26,24,대전시,0.0
2023,11,26,1,광주시,0.00216
2023,11,26,2,광주시,0.00212
2023,11,26,3,광주시,0.00144
2023,11,26,4,광주시,0.00144
2023,11,26,5,광주시,0.0014
2023,11,26,6,광주시,0.00144
2023,11,26,7,광주시,0.00144
2023,11,26,8,광주시,0.654384
2023,11,26,9,광주시,3.998374
2023,11,26,10,광주시,15.396588
2023,11,26,11,광주시,23.253913
2023,11,26,12,광주시,26.935621
2023,11,26,13,광주시,27.301455
2023,11,26,14,광주시,14.916099
2023,11,26,15,광주시,11.977064
2023,11,26,16,광주시,9.269885
2023,11,26,17,광주시,5.203931
2023,11,26,18,광주시,1.814789
2023,11,26,19,광주시,1.65568
2023,11,26,20,광주시,1.12948
2023,11,26,21,광주시,0.8028
2023,11,26,22,광주시,0.09462
2023,11,26,23,광주시,0.0
2023,11,26,24,광주시,0.0
2023,11,26,1,대구시,0.0
2023,11,26,2,대구시,0.0
2023,11,26,3,대구시,0.0
2023,11,26,4,대구시,0.0
2023,11,26,5,대구시,0.0
2023,11,26,6,대구시,0.0
2023,11,26,7,대구시,0.0
2023,11,26,8,대구시,0.706085
2023,11,26,9,대구시,7.09265
2023,11,26,10,대구시,17.005973
2023,11,26,11,대구시,24.299395
2023,11,26,12,대구시,28.785615
2023,11,26,13,대구시,28.112538
2023,11,26,14,대구시,15.746502
2023,11,26,15,대구시,6.850598
2023,11,26,16,대구시,4.268144
2023,11,26,17,대구시,3.449948
2023,11,26,18,대구시,3.030086
2023,11,26,19,대구시,3.448132
2023,11,26,20,대구시,1.377396
2023,11,26,21,대구시,0.539412
2023,11,26,22,대구시,0.02208
2023,11,26,23,대구시,0.0
2023,11,26,24,대구시,0.0
2023,11,26,1,세종시,0.0
2023,11,26,2,세종시,0.0
2023,11,26,3,세종시,0.0
2023,11,26,4,세종시,0.0
2023,11,26,5,세종시,0.0
2023,11,26,6,세종시,0.0
2023,11,26,7,세종시,0.0
2023,11,26,8,세종시,0.179561
2023,11,26,9,세종시,2.981801
2023,11,26,10,세종시,7.518653
2023,11,26,11,세종시,11.62012
2023,11,26,12,세종시,13.956079
2023,11,26,13,세종시,7.036005
2023,11,26,14,세종시,5.593732
2023,11,26,15,세종시,3.978122
2023,11,26,16,세종시,1.684212
2023,11,26,17,세종시,1.928785
2023,11,26,18,세종시,1.643537
2023,11,26,19,세종시,1.285289
2023,11,26,20,세종시,0.69216
2023,11,26,21,세종시,0.04128
2023,11,26,22,세종시,0.0
2023,11,26,23,세종시,0.0
2023,11,26,24,세종시,0.0
2023,11,26,1,울산시,0.0
2023,11,26,2,울산시,0.0
2023,11,26,3,울산시,0.0
2023,11,26,4,울산시,0.0
2023,11,26,5,울산시,0.0
2023,11,26,6,울산시,0.0
2023,11,26,7,울산시,3.2e-05
2023,11,26,8,울산시,0.823242
2023,11,26,9,울산시,6.489945
2023,11,26,10,울산시,15.625862
2023,11,26,11,울산시,20.61615
2023,11,26,12,울산시,25.714064
2023,11,26,13,울산시,23.1729
2023,11,26,14,울산시,19.063736
2023,11,26,15,울산시,9.975066
2023,11,26,16,울산시,5.204734
2023,11,26,17,울산시,1.508774
2023,11,26,18,울산시,0.104863
2023,11,26,19,울산시,0.15292
2023,11,26,20,울산시,0.3298
2023,11,26,21,울산시,0.21176
2023,11,26,22,울산시,0.0
2023,11,26,23,울산시,0.0
2023,11,26,24,울산시,0.0
2023,11,26,1,부산시,0.0
2023,11,26,2,부산시,0.0
2023,11,26,3,부산시,0.0
2023,11,26,4,부산시,0.0
2023,11,26,5,부산시,0.0
2023,11,26,6,부산시,0.0
2023,11,26,7,부산시,4.6e-05
2023,11,26,8,부산시,1.998036
2023,11,26,9,부산시,14.411971
2023,11,26,10,부산시,26.921933
2023,11,26,11,부산시,31.350352
2023,11,26,12,부산시,37.378002
2023,11,26,13,부산시,34.709637
2023,11,26,14,부산시,20.941896
2023,11,26,15,부산시,22.480282
2023,11,26,16,부산시,9.544705
2023,11,26,17,부산시,4.04719
2023,11,26,18,부산시,1.879403
2023,11,26,19,부산시,2.457592
2023,11,26,20,부산시,1.66998
2023,11,26,21,부산시,0.2507
2023,11,26,22,부산시,0.01322
2023,11,26,23,부산시,0.0
2023,11,26,24,부산시,0.0
2023,11,27,1,경기도,0.0089
2023,11,27,2,경기도,0.0
2023,11,27,3,경기도,0.0
2023,11,27,4,경기도,0.0
2023,11,27,5,경기도,0.0
2023,11,27,6,경기도,0.0
2023,11,27,7,경기도,0.000168
2023,11,27,8,경기도,0.027944
2023,11,27,9,경기도,2.417406
2023,11,27,10,경기도,7.10921
2023,11,27,11,경기도,11.525106
2023,11,27,12,경기도,14.069518
2023,11,27,13,경기도,21.849413
2023,11,27,14,경기도,31.683875
2023,11,27,15,경기도,37.535476
2023,11,27,16,경기도,37.218256
2023,11,27,17,경기도,14.111274
2023,11,27,18,경기도,2.595259
2023,11,27,19,경기도,1.019722
2023,11,27,20,경기도,0.620368
2023,11,27,21,경기도,2.607406
2023,11,27,22,경기도,0.324739
2023,11,27,23,경기도,0.00988
2023,11,27,24,경기도,0.0
2023,11,27,1,강원도,0.37604
2023,11,27,2,강원도,0.15708
2023,11,27,3,강원도,0.19556
2023,11,27,4,강원도,0.1954
2023,11,27,5,강원도,0.09138
2023,11,27,6,강원도,0.0
2023,11,27,7,강원도,0.0
2023,11,27,8,강원도,0.974637
2023,11,27,9,강원도,12.760017
2023,11,27,10,강원도,27.517577
2023,11,27,11,강원도,46.742269
2023,11,27,12,강원도,61.609327
2023,11,27,13,강원도,58.163727
2023,11,27,14,강원도,43.426498
2023,11,27,15,강원도,26.816874
2023,11,27,16,강원도,20.685163
2023,11,27,17,강원도,14.22768
2023,11,27,18,강원도,6.864583
2023,11,27,19,강원도,6.308154
2023,11,27,20,강원도,5.45517
2023,11,27,21,강원도,2.065884
2023,11,27,22,강원도,0.2299
2023,11,27,23,강원도,0.005652
2023,11,27,24,강원도,0.0
2023,11,27,1,경상남도,0.0
2023,11,27,2,경상남도,0.0
2023,11,27,3,경상남도,0.0
2023,11,27,4,경상남도,0.0
2023,11,27,5,경상남도,0.0
2023,11,27,6,경상남도,0.0018
2023,11,27,7,경상남도,5e-06
2023,11,27,8,경상남도,1.550979
2023,11,27,9,경상남도,15.498088
2023,11,27,10,경상남도,43.993435
2023,11,27,11,경상남도,86.707232
2023,11,27,12,경상남도,79.45298
2023,11,27,13,경상남도,96.79242
2023,11,27,14,경상남도,116.354256
2023,11,27,15,경상남도,99.065368
2023,11,27,16,경상남도,54.73155
2023,11,27,17,경상남도,31.099285
2023,11,27,18,경상남도,13.586761
2023,11,27,19,경상남도,9.680651
2023,11,27,20,경상남도,7.154664
2023,11,27,21,경상남도,2.245836
2023,11,27,22,경상남도,0.24468
2023,11,27,23,경상남도,0.004392
2023,11,27,24,경상남도,0.0
2023,11,27,1,경상북도,0.191283
2023,11,27,2,경상북도,0.023071
2023,11,27,3,경상북도,4e-05
2023,11,27,4,경상북도,4e-05
2023,11,27,5,경상북도,0.0
2023,11,27,6,경상북도,0.0
2023,11,27,7,경상북도,0.000576
2023,11,27,8,경상북도,1.673731
2023,11,27,9,경상북도,23.049325
2023,11,27,10,경상북도,56.396856
2023,11,27,11,경상북도,75.717976
2023,11,27,12,경상북도,90.589096
2023,11,27,13,경상북도,71.250733
2023,11,27,14,경상북도,74.530556
2023,11,27,15,경상북도,81.495525
2023,11,27,16,경상북도,57.340753
2023,11,27,17,경상북도,33.547417
2023,11,27,18,경상북도,11.338866
2023,11,27,19,경상북도,20.027304
2023,11,27,20,경상북도,11.197047
2023,11,27,21,경상북도,4.850821
2023,11,27,22,경상북도,1.376989
2023,11,27,23,경상북도,0.223575
2023,11,27,24,경상북도,4e-05
2023,11,27,1,전라남도,0.18912
2023,11,27,2,전라남도,0.0
2023,11,27,3,전라남도,0.010992
2023,11,27,4,전라남도,0.0
2023,11,27,5,전라남도,0.0
